id,addition_time,client_id,active,registration_number,brand,color
46997,2020-10-11T23:54:35.389762,9570,N,ZFZ 007,Chevrolet Malibu,LightBlue
46998,2020-10-28T00:58:57.855221,18087,Y,XMK O55,Kia Amanti,OldLace
46999,2023-09-17T12:24:21.659821,10257,Y,WTG-7578,Chevrolet Suburban,Turquoise
47000,2022-03-08T00:10:45.780995,2923,Y,94L 688,GMC Yukon XL 2500,DarkGray
47001,2019-11-23T22:16:01.793551,9826,N,QAS 471,Nissan NV3500 HD Passenger,Orchid
47002,2023-12-16T21:42:37.894622,18517,N,KUG 051,Nissan Rogue,DarkRed
47003,2024-10-15T03:01:27.569780,7114,N,5Z 4Y8PQD,Nissan Versa,GoldenRod
47004,2023-06-05T07:53:00.034485,14709,Y,348-BWE,Chevrolet Silverado 1500 HD Crew Cab,Wheat
47005,2021-10-11T14:01:00.929856,18806,N,857 UMP,BMW i3,IndianRed
47006,2020-01-21T16:51:17.101820,16180,N,2FYX922,Subaru Tribeca,OldLace
47007,2023-07-27T01:33:06.505608,4538,Y,HIX 538,Toyota 4Runner,Indigo
47008,2023-04-20T07:20:30.186828,12332,Y,424DXT,Geo Metro,White
47009,2021-11-22T07:51:42.791251,14544,N,E28 2FX,Dodge Dakota Regular Cab,Gainsboro
47010,2020-01-02T11:08:55.796060,4634,Y,428-QQH,Mitsubishi Endeavor,Tomato
47011,2021-04-18T15:01:09.264788,11922,Y,9528 QH,Oldsmobile Cutlass Ciera,LightCyan
47012,2024-09-24T02:56:34.252947,7390,N,RG-3659,Mercury Mariner,SandyBrown
47013,2023-04-09T06:05:06.159813,4448,N,146 AQK,Volkswagen Golf,DarkOliveGreen
47014,2019-11-08T02:40:36.880689,1975,N,RXJ-141,Nissan Xterra,OliveDrab
47015,2023-08-25T13:11:20.582587,7930,Y,MMI-1812,Buick LaCrosse,MediumVioletRed
47016,2022-10-10T12:52:32.447567,9680,N,28-PU06,Chevrolet Express 2500 Passenger,Plum
47017,2024-05-08T16:17:30.999242,11267,Y,MM0 Z7W,Suzuki XL-7,PaleGoldenRod
47018,2024-05-19T16:40:05.917933,13119,Y,6BX 421,Land Rover Range Rover Sport,DarkSlateBlue
47019,2024-04-29T19:13:45.291391,13556,N,21B JG3,Dodge Dakota Club Cab,Purple
47020,2023-09-30T17:21:25.702032,4652,N,61-DU78,Mitsubishi Montero Sport,DarkOrchid
47021,2022-12-31T09:11:34.032124,18370,Y,JMB-410,BMW M5,LightCoral
47022,2021-06-10T13:43:50.966873,9732,Y,1XF Q22,Hyundai Tucson,MistyRose
47023,2024-05-30T16:09:57.109436,8166,N,496 NHJ,Ford Transit Connect Passenger,RoyalBlue
47024,2020-06-26T00:16:31.933399,12802,N,R29 6UG,Toyota RAV4,Olive
47025,2022-05-31T01:26:11.955803,6524,N,426 SVU,Ford F350 Super Duty Super Cab,PaleGoldenRod
47026,2022-06-10T05:21:20.448031,5299,N,SJG 7627,Ford E350 Super Duty Passenger,LightGray
47027,2023-12-05T00:11:38.065676,15247,N,AGN V16,SRT Viper,LightPink
47028,2019-12-31T05:22:21.687594,13339,N,38C AS5,Volvo V90,GoldenRod
47029,2022-06-08T18:37:44.691993,13736,Y,LKA 497,Cadillac CTS,SandyBrown
47030,2020-02-26T19:57:35.786849,12506,Y,EZW 547,BMW 5 Series,LightPink
47031,2021-04-20T20:46:20.005517,8872,Y,9L 51771,Acura ILX,PeachPuff
47032,2021-10-29T05:12:36.159514,2511,Y,267JSD,Ford Aspire,DarkKhaki
47033,2020-06-13T09:28:20.820973,12620,Y,129 TNY,Volvo 850,PaleTurquoise
47034,2021-11-05T18:34:33.472991,1773,Y,776 HXF,Hyundai Genesis,PowderBlue
47035,2020-08-25T03:37:57.312567,14705,N,452 ETG,Mercury Grand Marquis,PapayaWhip
47036,2022-10-07T18:41:55.420413,13590,Y,203 OEM,GMC Sierra 2500 HD Double Cab,LemonChiffon
47037,2020-09-11T14:24:39.267361,10158,Y,2NC Z50,Chevrolet Colorado Extended Cab,Tan
47038,2022-11-15T09:35:06.629618,4241,N,806-WDG,Mitsubishi Diamante,DarkSlateBlue
47039,2023-05-21T10:40:01.372405,341,N,E04 8RZ,Toyota Camry,DarkGreen
47040,2021-03-01T11:19:57.863181,927,N,TO-5726,Chevrolet Silverado 3500 HD Double Cab,IndianRed
47041,2022-04-14T17:39:31.274370,3344,Y,497 KTC,Buick Park Avenue,Navy
47042,2024-07-28T10:01:07.333204,12005,Y,DQQ6499,Ram 1500 Crew Cab,Indigo
47043,2020-04-28T07:34:07.132340,806,Y,03H 9120,MAZDA MX-5 Miata,MediumPurple
47044,2022-05-11T16:40:56.905661,3943,N,ZG1 3096,Lexus ES,GhostWhite
47045,2020-06-23T19:05:52.400449,15895,N,66Y AI4,Toyota MR2,WhiteSmoke
47046,2022-08-17T02:51:27.062967,4692,N,72-07358,GMC Savana 2500 Cargo,SeaGreen
47047,2024-08-15T03:36:17.100906,16262,N,GR 1846,Acura MDX Sport Hybrid,Sienna
47048,2020-03-13T07:25:29.593996,9393,Y,293XD,GMC Safari Cargo,LimeGreen
47049,2021-09-20T08:41:11.472792,14342,Y,2CAL 09,Porsche 911,SteelBlue
47050,2020-12-16T08:00:38.954331,5283,Y,145 9DP,Acura ZDX,Turquoise
47051,2020-05-04T21:34:50.933363,10264,N,78M 8987,GMC Savana 1500 Cargo,MediumBlue
47052,2024-07-01T07:24:56.919257,7636,Y,6XZ Z38,Mitsubishi 3000GT,Silver
47053,2021-12-28T16:25:53.960606,8324,Y,ZN5 5711,Lexus ES,Thistle
47054,2021-05-29T22:25:09.654214,9471,N,028 LOW,Ford F350 Crew Cab,LightPink
47055,2021-05-03T11:04:25.094059,1907,N,LTD 091,Honda Accord,Plum
47056,2023-03-16T08:27:09.934834,12311,Y,483 RW4,Nissan 370Z,DarkViolet
47057,2024-03-28T14:48:55.749264,8061,N,ZXB 742,Lincoln Aviator,SpringGreen
47058,2024-09-03T16:30:44.091092,18486,Y,QGJ-2510,Mercedes-Benz E-Class,DarkOrange
47059,2020-09-04T11:03:28.246743,9915,N,M77 7YJ,FIAT 500L,DarkCyan
47060,2021-06-18T11:59:17.949939,17351,Y,8-F9501,Lincoln MKS,DarkOrchid
47061,2022-04-22T23:11:39.584222,10243,N,UEG1511,Saturn Ion,OldLace
47062,2024-09-05T09:50:30.287995,5347,N,696-618,Chevrolet Express 1500 Cargo,LavenderBlush
47063,2021-03-24T19:53:34.949787,7430,N,UI4 9385,Freightliner Sprinter 2500 Passenger,DarkCyan
47064,2022-01-05T06:41:21.121234,9320,N,027 4IW,Kia Sedona,GhostWhite
47065,2022-04-16T20:51:53.825385,668,Y,MUO 417,Eagle Summit,SpringGreen
47066,2020-09-30T16:49:17.668386,12969,Y,52G QH2,Dodge Dakota Quad Cab,OliveDrab
47067,2020-06-15T19:48:39.422122,10435,N,D 042438,Dodge Ram 1500 Quad Cab,Coral
47068,2022-08-31T21:03:02.061126,10450,N,JBT 501,Volkswagen Cabrio,DarkOrchid
47069,2022-09-23T23:28:31.921011,18978,N,TTD-877,Ford Econoline E150 Cargo,SlateGray
47070,2023-03-11T21:54:28.620305,7399,Y,7R KE536,Nissan Frontier King Cab,DarkSlateBlue
47071,2022-03-28T04:37:26.242530,10789,N,010 UXJ,Lexus ES,MediumSpringGreen
47072,2021-12-29T06:47:49.278971,8679,N,82Q 174,Ford Explorer,Lime
47073,2023-03-23T19:34:45.864046,6668,N,4RJY590,Jeep Grand Cherokee,Lime
47074,2022-04-17T05:48:55.064618,4341,Y,LOE 772,GMC 1500 Regular Cab,OldLace
47075,2021-10-02T04:48:09.034089,8620,N,62C 277,Dodge Ram 2500 Quad Cab,LemonChiffon
47076,2020-01-31T21:37:16.434135,18673,N,523-HVU,Toyota Tacoma Xtracab,LightSkyBlue
47077,2020-11-20T13:57:41.298689,16069,Y,DRC 480,Acura RL,PaleGoldenRod
47078,2020-03-13T02:32:33.809538,1704,Y,ZST 028,GMC Savana 3500 Passenger,LightCyan
47079,2022-12-05T17:24:27.924909,16097,Y,4N 83015,Nissan Quest,WhiteSmoke
47080,2020-07-04T21:47:51.015010,8310,N,612-HSC,Kia Sephia,MediumSeaGreen
47081,2023-07-03T10:37:46.946421,441,Y,1UBI249,Lincoln MKC,BlanchedAlmond
47082,2021-05-25T02:22:13.467840,9111,N,701-GWG,Acura RSX,MediumOrchid
47083,2020-08-27T01:09:56.733672,14908,N,WGW-5143,GMC Sierra 1500 Regular Cab,DarkSalmon
47084,2021-01-13T14:29:28.861922,19732,N,S60 2KE,Mercedes-Benz E-Class,Bisque
47085,2021-05-23T21:15:12.763647,10556,N,897Q,Isuzu Ascender,Snow
47086,2024-10-17T15:18:32.178924,8307,Y,1S 3793R,Volvo V90,Aquamarine
47087,2020-07-14T21:38:20.959259,3939,Y,405SIY,Chevrolet Express 2500 Cargo,Cornsilk
47088,2021-05-24T07:16:43.878659,9735,Y,836-LYS,GMC Savana 1500 Cargo,DarkGoldenRod
47089,2022-05-09T06:17:31.821960,2622,Y,2-6989Z,Toyota Xtra Cab,Gray
47090,2024-02-02T11:05:58.806971,8173,Y,945-885,Chevrolet Suburban 2500,LightPink
47091,2021-11-17T16:48:58.103207,17540,Y,382YK,MINI Cooper,LightBlue
47092,2022-07-24T16:15:02.315449,14355,Y,5FP 120,BMW 3 Series,SlateGray
47093,2021-04-20T21:30:21.252092,19589,Y,248 DZM,Toyota Tacoma Double Cab,Aquamarine
47094,2020-10-04T21:37:35.917315,2886,Y,695IVI,Chevrolet Express 3500 Cargo,BlanchedAlmond
47095,2020-08-02T20:35:10.197875,19733,Y,511 NAW,BMW X6 M,LightCoral
47096,2021-02-09T22:03:29.640469,8985,Y,449 HPN,GMC Sierra (Classic) 2500 Crew Cab,LightSteelBlue
47097,2023-11-27T15:12:29.330591,15638,Y,XLW-653,Volkswagen Tiguan Limited,LightSlateGray
47098,2020-11-27T01:33:31.470648,11937,N,LON 349,Volvo XC60,Magenta
47099,2020-10-21T03:43:41.369701,10661,Y,WMK-3488,Buick Regal,IndianRed
47100,2022-04-02T15:39:02.933413,17734,N,SHE-036,Mercedes-Benz CLK-Class,SkyBlue
47101,2023-02-22T09:20:04.556694,16300,N,Y22 3HR,GMC Savana 1500 Cargo,Chocolate
47102,2022-02-06T22:18:56.509030,1935,Y,135 OAY,Volkswagen Eurovan,LightSalmon
47103,2024-10-28T06:23:18.270194,15673,Y,14-8165E,Eagle Talon,PaleGoldenRod
47104,2023-08-07T18:08:56.271047,17314,N,651 GLM,Lexus GS,Cyan
47105,2020-02-29T10:52:36.579037,12283,N,4TS18,Mercedes-Benz E-Class,Olive
47106,2022-03-13T14:20:13.590038,6973,Y,R 131480,Toyota Prius,DarkSeaGreen
47107,2019-11-06T02:07:44.949597,11753,N,954 EEH,GMC Sierra 2500 HD Crew Cab,DarkSalmon
47108,2024-05-27T20:04:21.715708,19888,Y,4X 2608F,Nissan Pathfinder,LightCoral
47109,2019-12-26T06:17:11.043866,15687,N,UAT 901,Scion xB,PeachPuff
47110,2021-10-07T21:12:24.660204,17009,N,XRD 274,Toyota Camry,OldLace
47111,2023-05-08T22:33:25.193641,11133,Y,24-ZI30,Nissan NV200,Chocolate
47112,2023-02-01T07:29:01.707677,13844,Y,9-65602Z,Kia Rondo,SkyBlue
47113,2024-04-13T01:21:40.055564,3600,N,52B W11,Buick Riviera,DarkRed
47114,2021-07-06T12:40:41.656752,6772,Y,WHW-0495,Mercedes-Benz Metris Passenger,PaleGoldenRod
47115,2024-01-31T20:21:48.125776,18018,Y,3-9397N,Honda S2000,Tan
47116,2022-06-29T04:21:12.920695,8462,Y,KEJ7022,Chevrolet 2500 Crew Cab,DarkGoldenRod
47117,2023-08-25T03:47:38.202036,5012,N,YFC-259,Ram 1500 Quad Cab,DarkGoldenRod
47118,2022-02-17T06:10:43.400214,15081,Y,250BT,BMW X5,Chocolate
47119,2023-06-05T23:42:14.969804,3344,N,773-IQM,Buick LeSabre,OldLace
47120,2023-02-09T02:14:01.796363,14933,Y,58-RU61,Subaru WRX,Navy
47121,2022-05-05T12:31:15.268381,15038,N,G80 6CI,INFINITI Q50,LightSalmon
47122,2021-04-28T07:53:19.065701,8361,N,TRH-5818,Honda Passport,Turquoise
47123,2024-01-22T23:15:17.209103,92,N,5BGF 99,Dodge Grand Caravan Passenger,Khaki
47124,2021-05-08T15:09:18.052426,18468,Y,YNU 253,GMC Savana 2500 Passenger,LavenderBlush
47125,2023-05-15T18:27:58.636357,18064,N,SUB 694,Kia Rio,DarkRed
47126,2022-12-03T00:46:12.688402,1602,N,6895 SJ,Mitsubishi Eclipse,Indigo
47127,2022-02-24T21:57:12.601595,2413,Y,852 LTM,Suzuki SX4,Indigo
47128,2022-03-10T05:50:35.650881,6796,N,2OA3883,Ford Transit 150 Wagon,DimGray
47129,2020-03-28T14:31:41.683820,11197,Y,5-4293K,GMC Safari Passenger,DarkViolet
47130,2021-02-13T02:34:33.032517,18100,Y,0D JF732,GMC Canyon Crew Cab,DarkSlateBlue
47131,2020-01-01T15:58:39.007197,4164,Y,67K YH1,Buick Encore,LightYellow
47132,2022-05-30T08:34:37.659894,4522,N,2-32846,GMC Savana 3500 Cargo,LightSteelBlue
47133,2021-04-25T20:15:35.464090,603,Y,OI 7220,GMC Sierra 1500 Crew Cab,SkyBlue
47134,2023-12-05T21:04:24.090574,7375,N,T37 5HR,BMW M5,LightSlateGray
47135,2021-09-24T01:50:19.381435,17832,N,8-T7124,McLaren 570GT,SeaGreen
47136,2020-05-09T06:30:36.171802,205,Y,7O 86293,Rolls-Royce Phantom,Snow
47137,2021-04-26T13:44:46.940552,10397,N,923-UQK,GMC Yukon,LightGray
47138,2022-01-21T16:56:57.731507,9194,N,611-AFA,Chevrolet Silverado 2500 HD Regular Cab,PaleTurquoise
47139,2020-09-29T10:08:37.992606,9868,N,841 0PL,Nissan Pathfinder,GhostWhite
47140,2023-11-12T03:56:09.381519,928,Y,TW7 Q4K,Toyota Land Cruiser,LawnGreen
47141,2020-06-29T10:15:15.575621,8944,N,JL 4537,Volvo S60,DarkRed
47142,2020-05-20T09:16:49.752872,10734,Y,936-ROQ,Pontiac Bonneville,BlanchedAlmond
47143,2022-11-11T14:08:07.019520,17207,Y,TRI-980,Eagle Vision,OrangeRed
47144,2020-09-28T09:08:18.016766,18179,Y,CIK 0795,smart fortwo,Fuchsia
47145,2022-11-28T04:44:03.537720,12544,Y,YKO 656,Volkswagen Golf,Gainsboro
47146,2020-09-05T08:01:21.092651,3688,N,H45-35Z,Volkswagen Passat,DarkOrchid
47147,2024-10-06T00:37:46.748476,18542,N,351 KLL,Ford F150 Regular Cab,Gray
47148,2023-01-12T21:55:58.855228,13225,N,KSG 284,MINI Convertible,Crimson
47149,2023-08-15T02:19:33.659091,1403,Y,ZIL 433,Volvo XC90,Lime
47150,2022-08-27T19:07:44.138728,766,Y,CZO-023,Chrysler Town & Country,MediumSeaGreen
47151,2019-12-09T23:24:33.199436,8486,N,3Z103,Ford F250 Super Duty Regular Cab,DarkRed
47152,2020-01-08T20:46:54.175779,1000,Y,160 YRQ,Oldsmobile Bravada,SlateBlue
47153,2022-06-07T14:37:42.134113,8321,N,9954,smart fortwo electric drive,DeepPink
47154,2022-03-24T00:39:16.534865,8241,N,PAW-482,Dodge Dakota Club Cab,BlueViolet
47155,2021-01-29T22:13:28.878754,13769,Y,2965,Chevrolet Astro Cargo,Lavender
47156,2022-03-07T19:43:23.498323,7728,N,HNA 490,Ford F350 Super Duty Super Cab,RosyBrown
47157,2020-12-22T11:08:24.786353,11361,Y,031DUE,Ford Mustang,MediumSeaGreen
47158,2023-06-11T04:45:16.120562,15515,N,8YP 770,MAZDA MX-5 Miata,LightPink
47159,2024-05-12T23:27:05.539969,14145,N,687-THF,MAZDA B-Series Regular Cab,Coral
47160,2024-07-09T20:48:57.585724,5473,Y,MXY 733,Chevrolet Traverse,LightGoldenRodYellow
47161,2022-09-26T06:10:49.957221,12686,N,C 121308,Dodge Dakota Quad Cab,LightPink
47162,2022-01-16T20:29:33.973725,17179,Y,799-180,Ford Ranger Super Cab,Magenta
47163,2019-11-03T00:46:18.171012,3591,Y,328-067,BMW M2,Wheat
47164,2021-02-17T02:43:51.351168,9034,N,15Y 010,MAZDA MAZDA3,LawnGreen
47165,2023-10-08T19:52:35.068204,4459,N,758 6091,BMW X3,HoneyDew
47166,2023-07-06T06:09:09.972419,17221,N,3QX 587,Toyota Paseo,MediumSpringGreen
47167,2022-09-08T14:43:35.391330,124,Y,87PM381,Volvo XC70,LightSalmon
47168,2023-07-01T14:45:06.248272,14400,Y,30FI7,Oldsmobile Bravada,White
47169,2024-01-12T06:29:09.254085,9071,N,3QM91,Buick Rendezvous,BlanchedAlmond
47170,2024-10-14T19:02:08.746845,9748,N,LRM 531,Ford F250 Super Duty Crew Cab,Chartreuse
47171,2022-11-16T02:32:41.673174,4208,Y,U73-WXT,Jeep Wrangler,LightBlue
47172,2022-03-04T06:47:17.969755,17884,N,660 JYR,Toyota Corolla,Azure
47173,2020-09-23T03:50:59.405466,7347,Y,4QAY 39,Pontiac Vibe,LightSteelBlue
47174,2021-08-18T18:23:14.450541,14356,N,511-924,Acura MDX,MintCream
47175,2022-12-03T18:28:53.775276,17966,Y,GCT-352,Audi R8,DarkTurquoise
47176,2022-01-24T16:28:47.077169,2351,Y,548 AJK,Nissan NV2500 HD Cargo,Black
47177,2023-01-26T21:13:33.177337,12699,N,KYR 004,Chrysler PT Cruiser,Chocolate
47178,2022-09-20T13:32:28.722668,4342,Y,810Z,Mercedes-Benz SL-Class,Aqua
47179,2023-11-01T10:12:58.649129,18941,Y,667F,Nissan Frontier King Cab,OliveDrab
47180,2019-11-10T23:49:39.000068,14357,N,1QM D34,Jeep Wrangler,Cyan
47181,2023-09-13T09:27:21.900218,15266,N,523RCP,Chevrolet Silverado 2500 HD Regular Cab,LightGreen
47182,2021-09-01T18:02:02.209899,12182,Y,2MT8246,Lincoln MKZ,Brown
47183,2023-09-23T17:49:22.003216,2921,N,8GT2356,GMC Canyon Regular Cab,SlateGray
47184,2023-04-07T01:08:16.430748,3303,Y,O48 2XK,Plymouth Breeze,DodgerBlue
47185,2024-10-15T11:10:51.837088,8221,N,4T 3P1YQI,Volkswagen Jetta,Violet
47186,2021-03-11T11:13:09.531871,12854,Y,5J 77505,Ford F250 Super Duty Super Cab,CornflowerBlue
47187,2020-05-28T02:15:10.926629,19728,N,515-AAE,Volkswagen Passat,MintCream
47188,2022-09-08T12:57:24.412212,12942,N,T78-KNC,Honda Prelude,Yellow
47189,2020-06-27T10:29:24.000819,17402,Y,ISX 816,Scion tC,RosyBrown
47190,2020-10-12T23:29:51.525412,16961,N,44U•950,Ford Econoline E350 Cargo,Yellow
47191,2021-11-19T03:44:21.107066,362,Y,CT-2719,Ford F150 Super Cab,PaleGoldenRod
47192,2023-06-23T02:40:05.966411,16266,N,GF 8466,GMC Savana 1500 Passenger,Orange
47193,2023-09-04T04:19:18.194080,12385,N,0D IU208,Chevrolet Aveo,Ivory
47194,2023-12-11T09:58:28.010326,17871,Y,15F•328,Chevrolet Impala,Linen
47195,2022-07-04T00:54:27.388311,17787,Y,160-AYP,Dodge Charger,Cyan
47196,2023-12-25T13:32:19.960015,2752,N,GJ2 8464,Subaru Forester,WhiteSmoke
47197,2023-02-10T20:40:50.175906,3087,Y,SGT 380,GMC Sonoma Regular Cab,SteelBlue
47198,2023-06-14T11:58:29.821725,12805,N,TQZ-637,GMC 1500 Club Coupe,IndianRed
47199,2020-05-04T18:14:18.028387,13175,Y,8456 SU,MAZDA RX-8,Purple
47200,2022-12-21T20:34:29.184985,8560,N,500-VHON,Volkswagen Passat,WhiteSmoke
47201,2022-12-03T00:16:35.876436,18610,N,LMJ 343,Ford E250 Super Duty Cargo,PaleVioletRed
47202,2024-02-29T16:56:29.579935,17833,N,OGH-9148,Dodge Stealth,Linen
47203,2022-08-16T11:21:26.144991,10458,Y,67GF546,Buick Park Avenue,IndianRed
47204,2022-09-30T17:13:41.421569,8181,N,987 ZZO,MAZDA B-Series Cab Plus,LawnGreen
47205,2021-11-15T20:13:12.301296,3020,N,784-NTAS,Chrysler Concorde,Green
47206,2021-10-17T17:43:33.669568,16156,N,6690,MAZDA B-Series Cab Plus,PowderBlue
47207,2024-06-23T16:50:50.060748,15026,N,JGX 351,INFINITI QX50,BurlyWood
47208,2020-07-24T14:27:06.323684,19876,N,955 LFI,Mitsubishi Lancer,CornflowerBlue
47209,2023-01-04T22:15:41.216345,12434,N,83GT9,Dodge Charger,Plum
47210,2023-02-12T02:54:58.205102,8217,Y,6550 ZP,Ford F150 SuperCrew Cab,MediumOrchid
47211,2024-03-08T08:53:01.282648,15424,Y,828-NDY,Buick Riviera,DarkSlateBlue
47212,2023-12-20T09:06:14.771752,5142,N,KDT 729,Dodge Ram Van B350,Teal
47213,2020-11-22T18:11:32.774613,11130,N,920ZXR,Dodge Ram 2500 Regular Cab,YellowGreen
47214,2022-06-14T17:07:10.678311,11096,N,56V•282,Nissan 240SX,PaleGreen
47215,2020-12-05T13:44:51.851880,9662,Y,7MXT212,Acura SLX,LightSteelBlue
47216,2020-12-29T17:36:21.365836,13263,N,4D Q0233,GMC Rally Wagon G3500,Olive
47217,2022-10-10T03:11:24.037078,4263,N,3A LI989,Mitsubishi Diamante,DodgerBlue
47218,2020-07-03T18:30:43.100589,12274,Y,LMQ 427,Hyundai Genesis Coupe,Salmon
47219,2023-05-12T17:33:43.924422,17123,Y,8J 1346F,Nissan Frontier King Cab,SkyBlue
47220,2022-01-01T01:48:49.782816,451,N,125XB,Honda Odyssey,DodgerBlue
47221,2023-01-14T17:47:09.531137,10115,N,2W 9W2MRJ,Mercedes-Benz Mercedes-AMG S-Class,Orange
47222,2021-05-04T14:03:10.557805,9681,Y,902-QXW,Kia Sportage,GreenYellow
47223,2024-08-06T23:01:11.111153,14808,N,JPI-487,Audi A8,MediumSeaGreen
47224,2021-10-27T18:11:18.702678,18795,Y,01-05510,Freightliner Sprinter 3500XD Cargo,PaleVioletRed
47225,2022-01-28T18:36:16.457742,5757,N,085 7VF,Kia Spectra,DarkSlateBlue
47226,2022-04-06T19:32:47.545572,9510,N,042-DBT,Audi A7,DimGray
47227,2023-10-03T22:06:01.027086,15502,Y,ZD 48266,GMC Savana 1500 Passenger,LightSlateGray
47228,2024-01-08T03:59:48.514229,14863,Y,98KF020,Jaguar X-Type,DarkCyan
47229,2022-11-03T17:29:31.014947,17818,N,R32 6XQ,Chevrolet Uplander Cargo,DarkViolet
47230,2022-04-07T02:35:25.410297,5732,N,269 XXA,Ford Taurus,PapayaWhip
47231,2023-01-18T04:09:50.171985,5246,Y,275 8UY,Cadillac Seville,LightSlateGray
47232,2021-06-16T12:44:48.569605,2310,Y,FBH-4611,Jaguar XJ,Black
47233,2023-02-05T02:16:01.680777,6191,N,XPJ8754,Audi A5,Fuchsia
47234,2020-11-29T08:45:37.237591,2515,N,2EG 974,Ford F250 Super Duty Crew Cab,SeaShell
47235,2022-03-15T03:52:31.035845,1784,Y,05-9169N,Chevrolet Silverado 3500 HD Extended Cab,Azure
47236,2020-06-26T07:45:34.575822,18456,N,723 SZX,Mercedes-Benz SLC,Cyan
47237,2023-07-01T00:00:43.693236,926,Y,2-71219,Volkswagen Jetta,MediumSeaGreen
47238,2021-07-06T02:02:46.427105,9788,Y,017-POA,Chrysler Town & Country,DeepSkyBlue
47239,2021-03-25T12:17:27.475867,14932,N,FI 9372,Ford Transit 150 Wagon,Wheat
47240,2022-01-16T14:42:44.803515,10989,Y,316 ZEU,Ford Ranger Regular Cab,PaleGoldenRod
47241,2023-11-11T17:04:13.449341,12946,Y,1-5294X,Lexus LS,Moccasin
47242,2022-04-16T05:35:43.887898,14344,N,ZLQ-2651,FIAT 500c,LightSkyBlue
47243,2024-02-12T15:40:31.510044,4717,Y,644-QDQ,Volkswagen CC,LightSkyBlue
47244,2023-04-23T05:31:00.574145,19565,Y,42H•414,Cadillac Escalade EXT,DeepSkyBlue
47245,2020-12-16T22:14:23.892808,125,N,537J,Dodge Viper,Cornsilk
47246,2024-08-11T05:26:57.475079,4245,N,19Y 7772,Mercedes-Benz E-Class,Pink
47247,2021-01-07T00:14:55.986184,408,Y,77Q•556,Chevrolet Silverado 1500 Crew Cab,Snow
47248,2024-03-18T20:52:01.772594,11610,N,NQM-623,GMC Sierra 1500 Crew Cab,OliveDrab
47249,2022-08-05T13:24:42.416710,2987,N,7ET V29,Ford Crown Victoria,DarkOliveGreen
47250,2021-11-01T14:35:04.396968,3247,Y,6W 6O7ATR,BMW X6,CornflowerBlue
47251,2019-12-30T11:53:27.629186,1908,N,5-8268E,Toyota Solara,HoneyDew
47252,2020-12-19T04:05:47.789009,5753,Y,8-62590S,Volkswagen Passat,DarkSalmon
47253,2024-08-05T10:10:13.935953,537,N,479-SRZ,MAZDA MPV,Salmon
47254,2023-08-30T15:53:45.219887,14020,Y,V11-01Z,Ford E150 Cargo,LightGreen
47255,2023-04-30T09:32:30.975580,7917,Y,52Y•841,GMC 2500 HD Club Coupe,NavajoWhite
47256,2022-03-15T08:34:31.715171,17341,N,9X779,Jaguar XK,Yellow
47257,2024-09-13T21:28:49.081861,6025,N,866 1EN,INFINITI QX60,CadetBlue
47258,2023-03-01T04:16:43.734674,19089,N,1G LY407,Ford F250 Super Duty Regular Cab,Snow
47259,2021-10-09T06:53:20.420802,6713,Y,98B 899,Toyota RAV4,SteelBlue
47260,2021-12-17T18:39:45.067111,10769,Y,YUY 824,Mitsubishi Galant,SteelBlue
47261,2021-11-14T07:52:37.511029,14866,N,KAG 901,Chevrolet Silverado 3500 Crew Cab,Black
47262,2020-04-26T01:07:00.230909,4981,Y,4E 1063B,Ford Transit Connect Cargo,DodgerBlue
47263,2023-09-19T13:30:12.120757,17848,N,NSY-6515,Buick Century,LightPink
47264,2020-09-22T12:35:53.273852,5363,N,0L 18139,McLaren MP4-12C,LightGreen
47265,2021-09-01T00:12:11.371572,9477,N,6TLV 99,Toyota Tundra Regular Cab,LightPink
47266,2023-10-14T16:04:07.377068,19168,Y,DXA Z95,Hyundai Accent,Orchid
47267,2024-09-09T16:29:45.840798,12266,Y,PID 349,Ford E150 Passenger,LightSkyBlue
47268,2020-08-08T21:56:41.962514,18252,Y,483-NQN,Nissan Maxima,LightPink
47269,2023-05-21T05:02:27.176928,4105,N,5QT5431,Isuzu Rodeo,PaleGoldenRod
47270,2023-04-15T05:46:37.321240,1613,N,2KW 728,Mitsubishi Outlander Sport,MediumSeaGreen
47271,2023-05-27T21:30:29.313391,3656,N,70N 4604,Porsche Boxster,Wheat
47272,2021-06-20T19:09:45.464465,16861,N,902R5,Chevrolet Silverado 2500 Extended Cab,MediumSpringGreen
47273,2020-10-10T02:01:16.338938,18428,N,71R A68,Kia Niro,Tan
47274,2023-09-04T01:53:58.029168,4282,Y,236-JCK,Dodge Ram Van 1500,PapayaWhip
47275,2024-01-12T21:10:26.131977,13082,N,3T 0D2MFI,Ford F250 Super Duty Regular Cab,Violet
47276,2020-01-25T15:58:49.819479,9092,N,P 953003,Isuzu i-350 Crew Cab,WhiteSmoke
47277,2024-03-07T18:02:15.294836,6640,N,4NC 930,Chevrolet Silverado 2500 HD Extended Cab,Violet
47278,2024-04-20T03:49:13.391973,19884,N,959 FHX,Ford Expedition,Yellow
47279,2022-11-03T15:50:44.696986,3682,N,2NE2720,Toyota Tundra Regular Cab,MediumBlue
47280,2022-05-27T07:54:49.580977,3752,Y,6S D8070,Chevrolet S10 Regular Cab,Yellow
47281,2021-10-25T11:33:54.379878,3303,Y,280-TYT,Rolls-Royce Wraith,CornflowerBlue
